,id,type,geometry_name,geometry.type,geometry.coordinates,properties.longitude,properties.latitude,properties.satelite,properties.pais,properties.estado,properties.municipio,properties.data_hora_gmt,properties.risco_fogo,properties.precipitacao,properties.numero_dias_sem_chuva
7471,focos_ams_24h.fff03080-1cd6-3677-8482-023a32678708,Feature,geom,Point,"[-60.53, -33.03]",-60.53,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:22:07+00:00,0.6,0.3,8.0
7472,focos_ams_24h.9041728b-ac8a-3740-b80e-d44abf2a5398,Feature,geom,Point,"[-60.51, -33.03]",-60.51,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:22:07+00:00,0.6,0.2,8.0
7473,focos_ams_24h.e1e361dc-a6a2-3527-8aa9-fcbc80c8a009,Feature,geom,Point,"[-60.5, -33.05]",-60.5,-33.05,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:22:07+00:00,0.6,0.2,8.0
7474,focos_ams_24h.d0b9377a-1be4-3e8f-8461-5a551bfde9a7,Feature,geom,Point,"[-60.51, -33.01]",-60.51,-33.01,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:22:07+00:00,0.6,0.2,8.0
7475,focos_ams_24h.2a914dc4-82c7-3826-ba88-0b3eb3af522a,Feature,geom,Point,"[-59.21, -33.76]",-59.21,-33.76,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.5,0.0,8.0
7476,focos_ams_24h.dcd45bba-9096-3e25-8ff5-385bc5e56763,Feature,geom,Point,"[-59.18, -33.79]",-59.18,-33.79,GOES-16,Argentina,Entre Ríos,Islas del Ibicuy,2021-12-29T23:22:04+00:00,0.5,0.0,8.0
7477,focos_ams_24h.2eb037d3-c611-32fe-a434-44fda491c9a7,Feature,geom,Point,"[-59.22, -33.81]",-59.22,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-29T23:22:04+00:00,-999.0,0.0,8.0
7478,focos_ams_24h.298a083f-b636-3d55-b8e8-f4248092ea7c,Feature,geom,Point,"[-59.4, -33.63]",-59.4,-33.63,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.7,0.0,8.0
7479,focos_ams_24h.8d7b00df-5da3-3d77-96c7-a7327fae669a,Feature,geom,Point,"[-59.37, -33.64]",-59.37,-33.64,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.7,0.0,8.0
7480,focos_ams_24h.556f047c-d9a8-3b85-a3da-e0cd10f575d8,Feature,geom,Point,"[-59.39, -33.66]",-59.39,-33.66,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.7,0.0,8.0
7481,focos_ams_24h.9006844f-237d-3499-ac37-6f348e863a8c,Feature,geom,Point,"[-59.37, -33.66]",-59.37,-33.66,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.7,0.0,8.0
7482,focos_ams_24h.0f99c6e7-0ee1-3b9c-8d78-71a175d6c517,Feature,geom,Point,"[-59.23, -33.76]",-59.23,-33.76,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:22:04+00:00,0.5,0.0,8.0
7483,focos_ams_24h.1602d87f-1122-3f9e-9ea4-83df9fcf0645,Feature,geom,Point,"[-58.8, -33.99]",-58.8,-33.99,GOES-16,Argentina,Buenos Aires,Campana,2021-12-29T23:22:01+00:00,0.5,0.0,8.0
7484,focos_ams_24h.649c49c5-9fdc-3cf8-a074-0ce09478620c,Feature,geom,Point,"[-67.19, 9.49]",-67.19,9.49,GOES-16,Venezuela,Guárico,Mellado,2021-12-29T23:16:32+00:00,1.0,0.0,17.0
7485,focos_ams_24h.bd0e8a92-59ec-387b-90b1-51882be0520e,Feature,geom,Point,"[-67.21, 9.49]",-67.21,9.49,GOES-16,Venezuela,Guárico,Mellado,2021-12-29T23:16:32+00:00,1.0,0.0,15.0
7486,focos_ams_24h.95499dca-2e11-3825-a100-87202df4f608,Feature,geom,Point,"[-63.55, 9.62]",-63.55,9.62,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-29T23:16:32+00:00,1.0,0.0,4.0
7487,focos_ams_24h.b9c40e51-27db-3003-a65c-68c76bf1dbf6,Feature,geom,Point,"[-63.57, 9.62]",-63.57,9.62,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-29T23:16:32+00:00,1.0,0.0,4.0
7488,focos_ams_24h.eea072e3-bf66-36d9-9d96-f02e808fcc95,Feature,geom,Point,"[-63.62, 9.64]",-63.62,9.64,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-29T23:16:32+00:00,1.0,0.0,4.0
7489,focos_ams_24h.a92e5782-2d8b-3dcd-8129-61eaa4aa8a02,Feature,geom,Point,"[-61.57, -17.58]",-61.57,-17.58,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:35+00:00,0.5,0.2,4.0
7490,focos_ams_24h.c47adce0-4071-3433-986b-631c637e5dd6,Feature,geom,Point,"[-61.59, -17.56]",-61.59,-17.56,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:35+00:00,0.6,0.2,4.0
7491,focos_ams_24h.20884b1e-08c7-3dfc-a2f2-f9e641ad5ebb,Feature,geom,Point,"[-61.59, -17.58]",-61.59,-17.58,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:35+00:00,0.3,0.2,4.0
7492,focos_ams_24h.4ef99de5-4afe-31c9-980f-968c38667f7b,Feature,geom,Point,"[-61.57, -17.56]",-61.57,-17.56,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:35+00:00,0.9,0.2,4.0
7493,focos_ams_24h.a491b7a6-57e3-3128-9595-592cd1aba98d,Feature,geom,Point,"[-61.94, -17.66]",-61.94,-17.66,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:35+00:00,0.6,0.3,4.0
7494,focos_ams_24h.7e94aac0-46a7-3818-99f5-3ffa7cf0b81a,Feature,geom,Point,"[-62.05, -17.73]",-62.05,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:32+00:00,0.4,1.1,3.0
7495,focos_ams_24h.fe8ea461-71b7-352e-8fa9-e4e1371ed316,Feature,geom,Point,"[-62.07, -17.73]",-62.07,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:32+00:00,0.4,1.5,3.0
7496,focos_ams_24h.50caa666-96e6-3f95-b97e-bce98e4e5953,Feature,geom,Point,"[-62.05, -17.71]",-62.05,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:32+00:00,0.2,1.0,3.0
7497,focos_ams_24h.75bce0f6-fee4-39a4-9f69-400d7666708e,Feature,geom,Point,"[-62.07, -17.71]",-62.07,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:32+00:00,0.2,1.4,3.0
7498,focos_ams_24h.4cf7b98b-d8aa-3f5a-a261-dadf9f30b143,Feature,geom,Point,"[-61.94, -17.68]",-61.94,-17.68,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:13:32+00:00,0.3,0.3,4.0
7499,focos_ams_24h.0725505c-4ae6-30a9-900f-b2d5ae2cf08a,Feature,geom,Point,"[-60.14, -20.59]",-60.14,-20.59,GOES-16,Paraguay,Alto Paraguay,Mayor Pablo Lagerenza,2021-12-29T23:13:17+00:00,0.3,0.0,0.0
7500,focos_ams_24h.3e4e87a1-fc2f-3e8a-b06e-60c6fcdc0276,Feature,geom,Point,"[-60.14, -20.61]",-60.14,-20.61,GOES-16,Paraguay,Boquerón,General Eugenio A. Garay,2021-12-29T23:13:17+00:00,0.3,0.0,0.0
7501,focos_ams_24h.bb994024-44c4-305d-a6bb-3e08f7482808,Feature,geom,Point,"[-60.12, -20.59]",-60.12,-20.59,GOES-16,Paraguay,Alto Paraguay,Mayor Pablo Lagerenza,2021-12-29T23:13:17+00:00,0.3,0.0,0.0
7502,focos_ams_24h.dd291b82-2b7b-3ea2-a18f-06dee5f58799,Feature,geom,Point,"[-63.27, -21.9]",-63.27,-21.9,GOES-16,Bolivia,Tarija,Gran Chaco,2021-12-29T23:13:09+00:00,1.0,0.0,6.0
7503,focos_ams_24h.72555964-9fc5-35bb-aaf4-8b6f1d612762,Feature,geom,Point,"[-63.27, -21.88]",-63.27,-21.88,GOES-16,Bolivia,Tarija,Gran Chaco,2021-12-29T23:13:09+00:00,0.9,0.0,6.0
7504,focos_ams_24h.e5bb7f53-3739-3ebe-9ce2-4d2064d95d50,Feature,geom,Point,"[-61.79, -22.7]",-61.79,-22.7,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:13:03+00:00,0.5,0.0,6.0
7505,focos_ams_24h.f738d142-2b35-31d2-8344-d43287000a30,Feature,geom,Point,"[-61.81, -22.7]",-61.81,-22.7,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:13:03+00:00,0.5,0.0,6.0
7506,focos_ams_24h.4d40365f-6bb3-3748-a1cf-d8a218cd0fc2,Feature,geom,Point,"[-61.79, -22.68]",-61.79,-22.68,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:13:03+00:00,0.7,0.0,6.0
7507,focos_ams_24h.6db991c2-f90a-311a-8d36-fbf38f852a4a,Feature,geom,Point,"[-62.15, -22.57]",-62.15,-22.57,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:13:03+00:00,1.0,0.0,6.0
7508,focos_ams_24h.25bebd80-abba-316a-b904-1ce4b971eef6,Feature,geom,Point,"[-62.15, -22.55]",-62.15,-22.55,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:13:03+00:00,0.9,0.0,6.0
7509,focos_ams_24h.cb9cf63e-5737-3a26-8f76-ef1b7128e90d,Feature,geom,Point,"[-59.09, -23.35]",-59.09,-23.35,GOES-16,Paraguay,Presidente Hayes,Pozo Colorado,2021-12-29T23:13:01+00:00,1.0,0.0,11.0
7510,focos_ams_24h.68401f83-e7b6-38cd-bfda-db20dd347154,Feature,geom,Point,"[-59.11, -23.35]",-59.11,-23.35,GOES-16,Paraguay,Presidente Hayes,Pozo Colorado,2021-12-29T23:13:01+00:00,0.9,0.0,11.0
7511,focos_ams_24h.cbce51cf-f898-3780-96a5-a0d0a8d73417,Feature,geom,Point,"[-59.09, -23.33]",-59.09,-23.33,GOES-16,Paraguay,Presidente Hayes,Pozo Colorado,2021-12-29T23:13:01+00:00,1.0,0.0,10.0
7512,focos_ams_24h.98c1f9fe-d79b-3ae7-ad40-43f00b9852fc,Feature,geom,Point,"[-59.11, -23.33]",-59.11,-23.33,GOES-16,Paraguay,Presidente Hayes,Pozo Colorado,2021-12-29T23:13:01+00:00,0.9,0.0,10.0
7513,focos_ams_24h.ffffe602-2799-3209-80b5-375bd38ee530,Feature,geom,Point,"[-58.8, -24.17]",-58.8,-24.17,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-29T23:12:56+00:00,0.9,0.0,16.0
7514,focos_ams_24h.74888b4e-5ffc-3027-b830-a41c9a5b66fc,Feature,geom,Point,"[-58.82, -24.17]",-58.82,-24.17,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-29T23:12:56+00:00,0.7,0.0,16.0
7515,focos_ams_24h.708bbbd2-6b8d-35b2-81d5-b94571423eb9,Feature,geom,Point,"[-60.29, -24.4]",-60.29,-24.4,GOES-16,Argentina,Formosa,Patiño,2021-12-29T23:12:53+00:00,1.0,0.0,0.0
7516,focos_ams_24h.f2b77c98-bc20-370b-92f8-5e662bef2a6f,Feature,geom,Point,"[-59.64, -24.34]",-59.64,-24.34,GOES-16,Argentina,Formosa,Patiño,2021-12-29T23:12:53+00:00,1.0,0.0,16.0
7517,focos_ams_24h.2f663b82-39bc-3804-8c20-612a5564f9a4,Feature,geom,Point,"[-59.63, -24.32]",-59.63,-24.32,GOES-16,Argentina,Formosa,Patiño,2021-12-29T23:12:53+00:00,1.0,0.0,16.0
7518,focos_ams_24h.f97d8bff-8817-34b6-b641-36af84907f20,Feature,geom,Point,"[-59.62, -24.35]",-59.62,-24.35,GOES-16,Argentina,Formosa,Patiño,2021-12-29T23:12:53+00:00,1.0,0.0,16.0
7519,focos_ams_24h.c426a6d1-bfce-38da-9be7-95c6de0c74cf,Feature,geom,Point,"[-58.17, -24.88]",-58.17,-24.88,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-29T23:12:50+00:00,0.8,0.4,10.0
7520,focos_ams_24h.4f906b09-0ed8-38b9-bcaa-3e86bfbe093b,Feature,geom,Point,"[-58.19, -24.88]",-58.19,-24.88,GOES-16,Paraguay,Presidente Hayes,Villa Hayes,2021-12-29T23:12:50+00:00,1.0,0.4,10.0
7521,focos_ams_24h.67bcb7df-7fda-385c-add8-cffbeb9b29df,Feature,geom,Point,"[-58.25, -25.16]",-58.25,-25.16,GOES-16,Argentina,Formosa,Pilcomayo,2021-12-29T23:12:50+00:00,0.8,1.6,15.0
7522,focos_ams_24h.78074514-ebf5-35a4-b792-c9dd5d7cae68,Feature,geom,Point,"[-58.7, -25.06]",-58.7,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-29T23:12:50+00:00,1.0,0.6,5.0
7523,focos_ams_24h.7910de56-bbce-3162-a4bd-998c0d8c6442,Feature,geom,Point,"[-58.72, -25.06]",-58.72,-25.06,GOES-16,Argentina,Formosa,Pilagás,2021-12-29T23:12:50+00:00,1.0,0.4,6.0
7524,focos_ams_24h.11a4ba0b-1af0-3b72-bab8-a7e90e75ccbc,Feature,geom,Point,"[-59.7, -24.93]",-59.7,-24.93,GOES-16,Argentina,Formosa,Patiño,2021-12-29T23:12:50+00:00,1.0,0.0,5.0
7525,focos_ams_24h.9b52f2cb-80d1-339f-946a-04c369f9089a,Feature,geom,Point,"[-61.01, -26.1]",-61.01,-26.1,GOES-16,Argentina,Chaco,General Güemes,2021-12-29T23:12:45+00:00,0.8,0.0,7.0
7526,focos_ams_24h.1676728c-8d7f-32bf-830e-f97f16584c47,Feature,geom,Point,"[-61.03, -26.08]",-61.03,-26.08,GOES-16,Argentina,Chaco,General Güemes,2021-12-29T23:12:45+00:00,0.7,0.0,7.0
7527,focos_ams_24h.f44b0586-5900-3747-98c6-f53d09ef43e0,Feature,geom,Point,"[-61.05, -26.08]",-61.05,-26.08,GOES-16,Argentina,Chaco,General Güemes,2021-12-29T23:12:45+00:00,0.7,0.0,7.0
7528,focos_ams_24h.719e05d2-d4e6-3398-a08d-0b3e2eccba85,Feature,geom,Point,"[-57.99, -26.41]",-57.99,-26.41,GOES-16,Paraguay,Ñeembucú,Villa Franca,2021-12-29T23:12:42+00:00,1.0,0.0,7.0
7529,focos_ams_24h.e5d0ee9f-33d7-343f-b767-47513115b6a8,Feature,geom,Point,"[-56.89, -27.55]",-56.89,-27.55,GOES-16,Paraguay,Misiones,Ayolas,2021-12-29T23:12:37+00:00,0.7,0.0,7.0
7530,focos_ams_24h.d6696d0b-95a0-33cc-b014-8063701d6fc8,Feature,geom,Point,"[-56.91, -27.54]",-56.91,-27.54,GOES-16,Paraguay,Misiones,Ayolas,2021-12-29T23:12:37+00:00,0.6,0.0,7.0
7531,focos_ams_24h.599390e0-bdbb-3af4-93d3-dcf6b9314269,Feature,geom,Point,"[-61.47, -27.2]",-61.47,-27.2,GOES-16,Argentina,Chaco,Doce de Octubre,2021-12-29T23:12:37+00:00,0.8,0.0,7.0
7532,focos_ams_24h.35da1cf9-4e4b-322a-ab46-61d7d93eae95,Feature,geom,Point,"[-60.75, -28.36]",-60.75,-28.36,GOES-16,Argentina,Santa Fe,Vera,2021-12-29T23:12:32+00:00,1.0,0.0,7.0
7533,focos_ams_24h.51f4150a-7840-3733-b16d-25ed244d5d7a,Feature,geom,Point,"[-60.73, -28.34]",-60.73,-28.34,GOES-16,Argentina,Santa Fe,Vera,2021-12-29T23:12:32+00:00,1.0,0.0,7.0
7534,focos_ams_24h.7376c1f5-89e6-317a-b763-99e6c374e65c,Feature,geom,Point,"[-60.75, -28.34]",-60.75,-28.34,GOES-16,Argentina,Santa Fe,Vera,2021-12-29T23:12:32+00:00,1.0,0.0,7.0
7535,focos_ams_24h.2be8dd9e-a2b6-39a5-b867-ed129b6a0c04,Feature,geom,Point,"[-59.47, -30.07]",-59.47,-30.07,GOES-16,Argentina,Corrientes,Esquina,2021-12-29T23:12:21+00:00,0.9,0.0,16.0
7536,focos_ams_24h.40400f07-077e-3f35-87f3-7afe7d4125f3,Feature,geom,Point,"[-59.5, -30.07]",-59.5,-30.07,GOES-16,Argentina,Corrientes,Esquina,2021-12-29T23:12:21+00:00,1.0,0.0,16.0
7537,focos_ams_24h.a3fc722f-a168-3eb1-b2c3-04317474926e,Feature,geom,Point,"[-52.75, -30.73]",-52.75,-30.73,GOES-16,Brasil,RIO GRANDE DO SUL,ENCRUZILHADA DO SUL,2021-12-29T23:12:19+00:00,0.8,0.0,15.0
7538,focos_ams_24h.4a72a652-27f7-3678-86f8-41798c86797f,Feature,geom,Point,"[-58.08, -31.51]",-58.08,-31.51,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-29T23:12:16+00:00,0.8,0.0,16.0
7539,focos_ams_24h.f1a1b8be-5db3-3809-84a0-1d1ea054d9e8,Feature,geom,Point,"[-58.13, -31.49]",-58.13,-31.49,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-29T23:12:16+00:00,1.0,0.0,15.0
7540,focos_ams_24h.64b58614-1b46-3c15-8ec9-7a8f90be756d,Feature,geom,Point,"[-58.09, -31.47]",-58.09,-31.47,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-29T23:12:16+00:00,0.7,0.0,16.0
7541,focos_ams_24h.00fbbfc7-b30e-39ae-a548-c87464c1c660,Feature,geom,Point,"[-58.11, -31.47]",-58.11,-31.47,GOES-16,Argentina,Entre Ríos,Concordia,2021-12-29T23:12:16+00:00,1.0,0.0,16.0
7542,focos_ams_24h.1b46a290-5eba-36fd-8f43-57198947ef29,Feature,geom,Point,"[-53.93, -31.74]",-53.93,-31.74,GOES-16,Brasil,RIO GRANDE DO SUL,HULHA NEGRA,2021-12-29T23:12:13+00:00,0.9,0.0,8.0
7543,focos_ams_24h.69346b4a-dcfd-3d89-b6dc-edc8231d601d,Feature,geom,Point,"[-57.46, -32.49]",-57.46,-32.49,GOES-16,Uruguay,Río Negro,n.a64,2021-12-29T23:12:11+00:00,0.7,0.0,8.0
7544,focos_ams_24h.49d5dcfc-785f-342b-b852-fd4de4d9d05a,Feature,geom,Point,"[-57.48, -32.49]",-57.48,-32.49,GOES-16,Uruguay,Río Negro,n.a64,2021-12-29T23:12:11+00:00,1.0,0.0,8.0
7545,focos_ams_24h.3d1c9939-2fde-3468-838a-5949f6a78f87,Feature,geom,Point,"[-57.93, -32.93]",-57.93,-32.93,GOES-16,Uruguay,Río Negro,n.a76,2021-12-29T23:12:08+00:00,1.0,0.0,8.0
7546,focos_ams_24h.c1bca7aa-cec6-35c5-be20-2ee26d603282,Feature,geom,Point,"[-57.93, -32.91]",-57.93,-32.91,GOES-16,Uruguay,Río Negro,n.a76,2021-12-29T23:12:08+00:00,1.0,0.0,8.0
7547,focos_ams_24h.82af342e-c637-3861-8814-9d432d14e28d,Feature,geom,Point,"[-60.51, -33.03]",-60.51,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:12:05+00:00,0.6,0.2,8.0
7548,focos_ams_24h.59b6e537-117c-3ede-92ac-6e4329f88548,Feature,geom,Point,"[-60.53, -33.03]",-60.53,-33.03,GOES-16,Argentina,Entre Ríos,Victoria,2021-12-29T23:12:05+00:00,0.6,0.3,8.0
7549,focos_ams_24h.afa4030d-eacc-39f3-8b31-d0945ec7a1b8,Feature,geom,Point,"[-58.79, -34.01]",-58.79,-34.01,GOES-16,Argentina,Buenos Aires,Campana,2021-12-29T23:12:03+00:00,0.8,0.0,8.0
7550,focos_ams_24h.1c0a8ffc-704b-3632-b8a1-e4171684aa5d,Feature,geom,Point,"[-59.19, -33.81]",-59.19,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-29T23:12:03+00:00,0.5,0.0,8.0
7551,focos_ams_24h.91dd0b94-0550-3d48-8e86-48c0cb26569d,Feature,geom,Point,"[-59.22, -33.81]",-59.22,-33.81,GOES-16,Argentina,Buenos Aires,Baradero,2021-12-29T23:12:03+00:00,-999.0,0.0,8.0
7552,focos_ams_24h.b3c84257-4db1-31d7-aaab-535f0479ae14,Feature,geom,Point,"[-59.18, -33.79]",-59.18,-33.79,GOES-16,Argentina,Entre Ríos,Islas del Ibicuy,2021-12-29T23:12:03+00:00,0.5,0.0,8.0
7553,focos_ams_24h.8da7075d-7945-38b9-94c8-7d0bd91a8dd7,Feature,geom,Point,"[-59.18, -33.76]",-59.18,-33.76,GOES-16,Argentina,Entre Ríos,Islas del Ibicuy,2021-12-29T23:12:03+00:00,0.6,0.0,8.0
7554,focos_ams_24h.c4f1e1c7-3edb-3e70-a8c5-a96db65e6b95,Feature,geom,Point,"[-59.21, -33.76]",-59.21,-33.76,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:12:03+00:00,0.5,0.0,8.0
7555,focos_ams_24h.17463e63-d67f-3504-9b68-3577cac4d7d6,Feature,geom,Point,"[-59.23, -33.76]",-59.23,-33.76,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:12:03+00:00,0.5,0.0,8.0
7556,focos_ams_24h.ef061cd9-02a0-3a9b-b9f1-371d1d26fcaa,Feature,geom,Point,"[-59.37, -33.64]",-59.37,-33.64,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:12:03+00:00,0.7,0.0,8.0
7557,focos_ams_24h.44c1d50e-e16a-37f4-92bf-8270d4302d56,Feature,geom,Point,"[-59.4, -33.63]",-59.4,-33.63,GOES-16,Argentina,Entre Ríos,Gualeguay,2021-12-29T23:12:03+00:00,0.7,0.0,8.0
7558,focos_ams_24h.104a4d78-be80-3580-a609-a3d3280241ae,Feature,geom,Point,"[-58.55, -34.22]",-58.55,-34.22,GOES-16,Argentina,Buenos Aires,San Fernando (1),2021-12-29T23:12:00+00:00,0.9,0.0,8.0
7559,focos_ams_24h.58c1c2d9-7bf5-3485-ae26-0bf02ae276e5,Feature,geom,Point,"[-67.19, 9.49]",-67.19,9.49,GOES-16,Venezuela,Guárico,Mellado,2021-12-29T23:06:33+00:00,1.0,0.0,17.0
7560,focos_ams_24h.871a33a8-74cb-3128-b58a-c8c35f854a1b,Feature,geom,Point,"[-63.55, 9.62]",-63.55,9.62,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-29T23:06:33+00:00,1.0,0.0,4.0
7561,focos_ams_24h.dffe1c61-4f6f-33bf-bf86-a6d06c37380b,Feature,geom,Point,"[-63.62, 9.64]",-63.62,9.64,GOES-16,Venezuela,Monagas,Santa Barbara,2021-12-29T23:06:33+00:00,1.0,0.0,4.0
7562,focos_ams_24h.a71d8391-07aa-3d2f-8fa8-0d789e8c7d44,Feature,geom,Point,"[-75.08, 1.18]",-75.08,1.18,GOES-16,Colombia,Caquetá,Cartagena del Chairá,2021-12-29T23:05:38+00:00,0.6,0.1,6.0
7563,focos_ams_24h.fd863f45-dc00-346d-a84d-4aab40248502,Feature,geom,Point,"[-48.42, -2.85]",-48.42,-2.85,GOES-16,Brasil,PARÁ,TOMÉ-AÇU,2021-12-29T23:05:09+00:00,0.1,0.9,3.0
7564,focos_ams_24h.99318e89-259b-3239-9063-de7b52e60c17,Feature,geom,Point,"[-35.13, -7.0]",-35.13,-7.0,MSG-03,Brasil,PARAÍBA,SANTA RITA,2021-12-29T23:04:45+00:00,0.4,0.1,1.0
7565,focos_ams_24h.5c77a5f6-5957-399f-8f81-3a8d2ac6aa14,Feature,geom,Point,"[-35.13, -7.01]",-35.13,-7.01,GOES-16,Brasil,PARAÍBA,SAPÉ,2021-12-29T23:04:45+00:00,0.4,0.1,1.0
7566,focos_ams_24h.e69fd2e8-3c87-34cc-9555-d5a671db1949,Feature,geom,Point,"[-35.15, -7.01]",-35.15,-7.01,GOES-16,Brasil,PARAÍBA,SAPÉ,2021-12-29T23:04:45+00:00,0.7,0.1,1.0
7567,focos_ams_24h.3d0a0593-fec2-32aa-aaa5-de31620b0ecf,Feature,geom,Point,"[-35.13, -6.99]",-35.13,-6.99,GOES-16,Brasil,PARAÍBA,SANTA RITA,2021-12-29T23:04:45+00:00,0.2,0.1,1.0
7568,focos_ams_24h.f10e694b-a3db-3046-b89e-63a30ec73640,Feature,geom,Point,"[-61.5, -9.12]",-61.5,-9.12,GOES-16,Brasil,MATO GROSSO,COLNIZA,2021-12-29T23:04:29+00:00,0.0,0.1,0.0
7569,focos_ams_24h.cba4c4f0-e760-3703-8c51-d557f82b7348,Feature,geom,Point,"[-61.59, -17.58]",-61.59,-17.58,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.3,0.2,4.0
7570,focos_ams_24h.fb8cd47e-cf7f-3380-91fc-95719d1de955,Feature,geom,Point,"[-61.59, -17.56]",-61.59,-17.56,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.6,0.2,4.0
7571,focos_ams_24h.f35f87b8-46b6-3655-a0c1-0aa3cddb176a,Feature,geom,Point,"[-62.05, -17.73]",-62.05,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.4,1.1,3.0
7572,focos_ams_24h.86af3931-6102-356e-83a4-3f4eb0cfe1b9,Feature,geom,Point,"[-62.07, -17.73]",-62.07,-17.73,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.4,1.5,3.0
7573,focos_ams_24h.3d08be42-6851-3d55-9e24-dbf2a499b61a,Feature,geom,Point,"[-62.07, -17.71]",-62.07,-17.71,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.2,1.4,3.0
7574,focos_ams_24h.06a83609-bfad-3297-9c29-34508cc37882,Feature,geom,Point,"[-61.5, -17.68]",-61.5,-17.68,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.3,0.5,4.0
7575,focos_ams_24h.9a8d7799-0fcc-3bd0-bfa1-df21547ee812,Feature,geom,Point,"[-61.94, -17.68]",-61.94,-17.68,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.3,0.3,4.0
7576,focos_ams_24h.b635b5c0-3611-3b4d-bf72-298f37b4e293,Feature,geom,Point,"[-61.57, -17.58]",-61.57,-17.58,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.5,0.2,4.0
7577,focos_ams_24h.46657b92-3640-301f-a4c5-9ebce9720659,Feature,geom,Point,"[-61.57, -17.56]",-61.57,-17.56,GOES-16,Bolivia,Santa Cruz,Chiquitos,2021-12-29T23:03:34+00:00,0.9,0.2,4.0
7578,focos_ams_24h.742d2908-2faf-39be-94f5-0812c426f6dc,Feature,geom,Point,"[-63.27, -21.9]",-63.27,-21.9,GOES-16,Bolivia,Tarija,Gran Chaco,2021-12-29T23:03:08+00:00,1.0,0.0,6.0
7579,focos_ams_24h.b6da8ab7-d1aa-334a-a3c4-da14e4697496,Feature,geom,Point,"[-62.15, -22.57]",-62.15,-22.57,GOES-16,Paraguay,Boquerón,Doctor Pedro P. Peña,2021-12-29T23:03:05+00:00,1.0,0.0,6.0
